    0.10000E-03    0.45305E+03
    0.10202E-03    0.46183E+03
    0.10408E-03    0.47077E+03
    0.10618E-03    0.47989E+03
    0.10833E-03    0.48919E+03
    0.11052E-03    0.49867E+03
    0.11275E-03    0.50833E+03
    0.11503E-03    0.51818E+03
    0.11735E-03    0.52822E+03
    0.11972E-03    0.53845E+03
    0.12214E-03    0.54888E+03
    0.12461E-03    0.55951E+03
    0.12712E-03    0.57035E+03
    0.12969E-03    0.58139E+03
    0.13231E-03    0.59265E+03
    0.13499E-03    0.60413E+03
    0.13771E-03    0.61583E+03
    0.14049E-03    0.62776E+03
    0.14333E-03    0.63991E+03
    0.14623E-03    0.65231E+03
    0.14918E-03    0.66494E+03
    0.15220E-03    0.67781E+03
    0.15527E-03    0.69093E+03
    0.15841E-03    0.70431E+03
    0.16161E-03    0.71795E+03
    0.16487E-03    0.73185E+03
    0.16820E-03    0.74601E+03
    0.17160E-03    0.76045E+03
    0.17507E-03    0.77517E+03
    0.17860E-03    0.79017E+03
    0.18221E-03    0.80546E+03
    0.18589E-03    0.82105E+03
    0.18965E-03    0.83694E+03
    0.19348E-03    0.85313E+03
    0.19739E-03    0.86964E+03
    0.20138E-03    0.88646E+03
    0.20544E-03    0.90361E+03
    0.20959E-03    0.92109E+03
    0.21383E-03    0.93890E+03
    0.21815E-03    0.95706E+03
    0.22255E-03    0.97557E+03
    0.22705E-03    0.99443E+03
    0.23164E-03    0.10137E+04
    0.23632E-03    0.10332E+04
    0.24109E-03    0.10532E+04
    0.24596E-03    0.10736E+04
    0.25093E-03    0.10943E+04
    0.25600E-03    0.11155E+04
    0.26117E-03    0.11370E+04
    0.26645E-03    0.11590E+04
    0.27183E-03    0.11814E+04
    0.27732E-03    0.12042E+04
    0.28292E-03    0.12274E+04
    0.28864E-03    0.12511E+04
    0.29447E-03    0.12753E+04
    0.30042E-03    0.12999E+04
    0.30649E-03    0.13250E+04
    0.31268E-03    0.13505E+04
    0.31899E-03    0.13766E+04
    0.32544E-03    0.14031E+04
    0.33201E-03    0.14302E+04
    0.33872E-03    0.14577E+04
    0.34556E-03    0.14858E+04
    0.35254E-03    0.15145E+04
    0.35966E-03    0.15436E+04
    0.36693E-03    0.15734E+04
    0.37434E-03    0.16037E+04
    0.38190E-03    0.16345E+04
    0.38962E-03    0.16660E+04
    0.39749E-03    0.16981E+04
    0.40552E-03    0.17307E+04
    0.41371E-03    0.17640E+04
    0.42207E-03    0.17979E+04
    0.43060E-03    0.18324E+04
    0.43929E-03    0.18676E+04
    0.44817E-03    0.19035E+04
    0.45722E-03    0.19401E+04
    0.46646E-03    0.19773E+04
    0.47588E-03    0.20152E+04
    0.48550E-03    0.20539E+04
    0.49530E-03    0.20932E+04
    0.50531E-03    0.21333E+04
    0.51552E-03    0.21742E+04
    0.52593E-03    0.22158E+04
    0.53656E-03    0.22582E+04
    0.54739E-03    0.23014E+04
    0.55845E-03    0.23454E+04
    0.56973E-03    0.23902E+04
    0.58124E-03    0.24359E+04
    0.59299E-03    0.24824E+04
    0.60496E-03    0.25297E+04
    0.61719E-03    0.25780E+04
    0.62965E-03    0.26271E+04
    0.64237E-03    0.26771E+04
    0.65535E-03    0.27281E+04
    0.66859E-03    0.27800E+04
    0.68210E-03    0.28328E+04
    0.69588E-03    0.28866E+04
    0.70993E-03    0.29414E+04
    0.72427E-03    0.29972E+04
    0.73891E-03    0.30541E+04
    0.75383E-03    0.31119E+04
    0.76906E-03    0.31708E+04
    0.78460E-03    0.32308E+04
    0.80045E-03    0.32919E+04
    0.81662E-03    0.33540E+04
    0.83311E-03    0.34173E+04
    0.84994E-03    0.34817E+04
    0.86711E-03    0.35473E+04
    0.88463E-03    0.36141E+04
    0.90250E-03    0.36820E+04
    0.92073E-03    0.37512E+04
    0.93933E-03    0.38216E+04
    0.95831E-03    0.38932E+04
    0.97767E-03    0.39661E+04
    0.99742E-03    0.40403E+04
    0.10176E-02    0.41158E+04
    0.10381E-02    0.41926E+04
    0.10591E-02    0.42707E+04
    0.10805E-02    0.43503E+04
    0.11023E-02    0.44312E+04
    0.11246E-02    0.45135E+04
    0.11473E-02    0.45972E+04
    0.11705E-02    0.46824E+04
    0.11941E-02    0.47690E+04
    0.12182E-02    0.48571E+04
    0.12429E-02    0.49467E+04
    0.12680E-02    0.50378E+04
    0.12936E-02    0.51305E+04
    0.13197E-02    0.52247E+04
    0.13464E-02    0.53205E+04
    0.13736E-02    0.54179E+04
    0.14013E-02    0.55169E+04
    0.14296E-02    0.56175E+04
    0.14585E-02    0.57198E+04
    0.14880E-02    0.58238E+04
    0.15180E-02    0.59294E+04
    0.15487E-02    0.60368E+04
    0.15800E-02    0.61459E+04
    0.16119E-02    0.62568E+04
    0.16445E-02    0.63694E+04
    0.16777E-02    0.64838E+04
    0.17116E-02    0.66000E+04
    0.17462E-02    0.67180E+04
    0.17814E-02    0.68378E+04
    0.18174E-02    0.69595E+04
    0.18541E-02    0.70831E+04
    0.18916E-02    0.72086E+04
    0.19298E-02    0.73359E+04
    0.19688E-02    0.74652E+04
    0.20086E-02    0.75963E+04
    0.20491E-02    0.77295E+04
    0.20905E-02    0.78646E+04
    0.21328E-02    0.80016E+04
    0.21758E-02    0.81406E+04
    0.22198E-02    0.82816E+04
    0.22646E-02    0.84247E+04
    0.23104E-02    0.85697E+04
    0.23571E-02    0.87167E+04
    0.24047E-02    0.88658E+04
    0.24533E-02    0.90168E+04
    0.25028E-02    0.91700E+04
    0.25534E-02    0.93251E+04
    0.26050E-02    0.94823E+04
    0.26576E-02    0.96415E+04
    0.27113E-02    0.98028E+04
    0.27660E-02    0.99661E+04
    0.28219E-02    0.10131E+05
    0.28789E-02    0.10299E+05
    0.29371E-02    0.10468E+05
    0.29964E-02    0.10640E+05
    0.30569E-02    0.10813E+05
    0.31187E-02    0.10989E+05
    0.31817E-02    0.11166E+05
    0.32460E-02    0.11346E+05
    0.33115E-02    0.11527E+05
    0.33784E-02    0.11711E+05
    0.34467E-02    0.11896E+05
    0.35163E-02    0.12084E+05
    0.35874E-02    0.12273E+05
    0.36598E-02    0.12464E+05
    0.37338E-02    0.12657E+05
    0.38092E-02    0.12852E+05
    0.38861E-02    0.13048E+05
    0.39646E-02    0.13246E+05
    0.40447E-02    0.13446E+05
    0.41264E-02    0.13648E+05
    0.42098E-02    0.13852E+05
    0.42948E-02    0.14057E+05
    0.43816E-02    0.14263E+05
    0.44701E-02    0.14471E+05
    0.45604E-02    0.14681E+05
    0.46525E-02    0.14891E+05
    0.47465E-02    0.15104E+05
    0.48424E-02    0.15317E+05
    0.49402E-02    0.15532E+05
    0.50400E-02    0.15748E+05
    0.51419E-02    0.15965E+05
    0.52457E-02    0.16182E+05
    0.53517E-02    0.16401E+05
    0.54598E-02    0.16621E+05
    0.55701E-02    0.16841E+05
    0.56826E-02    0.17062E+05
    0.57974E-02    0.17284E+05
    0.59145E-02    0.17506E+05
    0.60340E-02    0.17728E+05
    0.61559E-02    0.17951E+05
    0.62803E-02    0.18174E+05
    0.64072E-02    0.18397E+05
    0.65366E-02    0.18619E+05
    0.66686E-02    0.18842E+05
    0.68033E-02    0.19064E+05
    0.69408E-02    0.19286E+05
    0.70810E-02    0.19507E+05
    0.72240E-02    0.19727E+05
    0.73700E-02    0.19946E+05
    0.75189E-02    0.20164E+05
    0.76708E-02    0.20381E+05
